Unnamed: 0,size,calories_kcal,fats_g,sod_mg,carb_g,fiber_g,sugar_g,protein_g,vitA_g,calcium_mg,thiamin_mg,zinc_mg,potassium_mg,magnesium_mg,vitE_mg,vitK_mcg,vitC_mg,vitB6_mg,copper_mg,carotene_mg,carotene_mcg,cryptoxanthin_mcg,lycopene_mcg,cholesterol_mg,quality
316,2,112,0,5,27,2,7,0,10,8,0,0,222,15,0,0,29,0,0,5,0,3,0,0,0
317,1,10,0,0,2,0,0,0,0,0,0,0,20,1,0,0,2,0,0,0,0,0,0,0,3
318,2,62,0,3,17,2,14,0,15,8,0,0,130,5,1,0,64,0,0,3,0,3,0,0,0
319,6,62,0,3,17,2,14,0,15,8,0,0,130,5,1,0,64,0,0,3,0,3,0,0,0
320,6,62,0,3,17,2,14,0,15,8,0,0,130,5,1,0,64,0,0,3,0,3,0,0,0
321,6,62,0,3,17,2,14,0,15,8,0,0,130,5,1,0,64,0,0,3,0,3,0,0,0
322,1,10,0,0,2,0,2,0,2,1,0,0,21,0,0,0,10,0,0,0,0,0,0,0,1
323,1,5,0,0,1,0,1,0,1,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,2
324,2,46,0,2,12,1,11,0,19,4,0,0,80,3,0,0,43,0,0,13,0,10,0,0,0
325,2,29,0,1,7,1,7,0,12,2,0,0,50,2,0,0,27,0,0,8,0,6,0,0,0
326,4,46,0,2,12,1,11,0,19,4,0,0,80,3,0,0,43,0,0,13,0,10,0,0,0
327,4,52,0,2,13,2,12,0,21,5,0,0,90,3,0,0,49,0,0,15,0,11,0,0,0
328,2,29,0,1,7,1,7,0,12,2,0,0,50,2,0,0,27,0,0,8,0,6,0,0,0
329,4,46,0,2,12,1,11,0,19,4,0,0,80,3,0,0,43,0,0,13,0,10,0,0,0
330,2,29,0,1,7,1,7,0,12,2,0,0,50,2,0,0,27,0,0,8,0,6,0,0,0
331,4,46,0,2,12,1,11,0,19,4,0,0,80,3,0,0,43,0,0,13,0,10,0,0,0
332,1,11,0,0,3,0,2,0,4,1,0,0,20,0,0,0,10,0,0,3,0,2,0,0,1
333,1,6,0,0,1,0,1,0,2,0,0,0,11,0,0,0,6,0,0,1,0,1,0,0,2
334,2,107,0,10,29,2,2,0,1229,13,0,0,212,6,1,0,30,0,0,698,11,66,0,0,1
335,6,107,0,10,29,2,2,0,1229,13,0,0,212,6,1,0,30,0,0,698,11,66,0,0,1
336,6,107,0,10,29,2,2,0,1229,13,0,0,212,6,1,0,30,0,0,698,11,66,0,0,1
337,1,17,0,1,4,0,0,0,204,2,0,0,35,1,0,0,5,0,0,116,1,11,0,0,3
338,1,9,0,0,2,0,0,0,108,1,0,0,18,0,0,0,2,0,0,61,1,5,0,0,3
339,2,67,0,9,18,1,1,0,819,10,0,0,136,4,0,0,24,0,0,465,7,44,0,0,2
340,4,67,0,9,18,1,1,0,819,10,0,0,136,4,0,0,24,0,0,465,7,44,0,0,2
341,4,72,0,9,19,1,1,0,870,10,0,0,145,4,0,0,25,0,0,494,8,46,0,0,2
342,1,17,0,2,4,0,0,0,205,2,0,0,34,1,0,0,6,0,0,116,1,11,0,0,3
343,1,9,0,1,2,0,0,0,108,1,0,0,18,0,0,0,3,0,0,61,1,5,0,0,3
344,2,115,0,13,31,2,14,0,68,11,0,0,132,10,0,1,36,0,0,39,1,0,0,0,0
345,6,115,0,13,31,2,14,0,68,11,0,0,132,10,0,1,36,0,0,39,1,0,0,0,0
346,6,115,0,13,31,2,14,0,68,11,0,0,132,10,0,1,36,0,0,39,1,0,0,0,0
347,1,19,0,2,5,0,2,0,11,1,0,0,22,1,0,0,6,0,0,6,0,0,0,0,1
348,1,10,0,1,2,0,1,0,6,1,0,0,11,0,0,0,3,0,0,3,0,0,0,0,2
349,2,73,0,6,20,1,12,0,67,7,0,0,76,6,0,0,21,0,0,33,13,0,0,0,0
350,4,73,0,6,20,1,12,0,67,7,0,0,76,6,0,0,21,0,0,33,13,0,0,0,0
351,4,78,0,7,21,1,12,0,72,8,0,0,81,7,0,0,23,0,0,36,14,0,0,0,0
352,1,18,0,1,5,0,3,0,17,1,0,0,19,1,0,0,5,0,0,8,3,0,0,0,1
353,1,9,0,0,2,0,1,0,9,1,0,0,10,0,0,0,2,0,0,4,1,0,0,0,2
354,4,93,0,7,22,1,14,1,63,5,0,0,263,28,0,0,15,0,0,25,16,6,0,0,0
355,2,93,0,7,22,1,14,1,63,5,0,0,263,28,0,0,15,0,0,25,16,6,0,0,0
356,1,12,0,1,2,0,1,0,8,0,0,0,34,3,0,0,2,0,0,3,2,0,0,0,2
357,2,113,0,15,30,2,12,0,74,13,0,0,183,20,1,0,43,0,0,30,28,0,0,0,0
358,6,113,0,15,30,2,12,0,74,13,0,0,183,20,1,0,43,0,0,30,28,0,0,0,0
359,6,113,0,15,30,2,12,0,74,13,0,0,183,20,1,0,43,0,0,30,28,0,0,0,0
360,1,18,0,2,5,0,2,0,12,2,0,0,30,3,0,0,7,0,0,5,4,0,0,0,2
361,1,10,0,1,2,0,1,0,6,1,0,0,16,1,0,0,3,0,0,2,2,0,0,0,2
362,2,64,0,10,17,1,0,0,48,5,0,0,99,11,0,0,18,0,0,19,19,0,0,0,3
363,4,64,0,10,17,1,0,0,48,5,0,0,99,11,0,0,18,0,0,19,19,0,0,0,3
364,4,68,0,10,18,1,0,0,51,6,0,0,105,12,0,0,20,0,0,20,20,0,0,0,3
365,1,16,0,2,4,0,0,0,12,1,0,0,24,2,0,0,4,0,0,4,4,0,0,0,3
366,1,8,0,1,2,0,0,0,6,0,0,0,13,1,0,0,2,0,0,2,2,0,0,0,3
367,2,71,0,4,19,0,0,0,207,7,0,0,83,5,0,0,91,0,0,0,0,0,0,0,3
368,1,17,0,1,4,0,0,0,52,1,0,0,20,1,0,0,22,0,0,0,0,0,0,0,3
369,2,90,0,4,24,1,14,0,3727,4,0,0,66,4,1,0,140,0,0,2168,82,53,0,0,0
370,4,90,0,4,24,1,14,0,3727,4,0,0,66,4,1,0,140,0,0,2168,82,53,0,0,0
371,1,22,0,1,6,0,3,0,935,1,0,0,16,1,0,0,35,0,0,544,20,13,0,0,1
372,1,12,0,0,3,0,1,0,494,0,0,0,8,0,0,0,18,0,0,287,10,7,0,0,2
373,2,79,0,5,21,1,0,0,85,7,0,0,89,5,0,0,127,0,0,0,0,0,0,0,3
374,1,19,0,1,5,0,0,0,21,1,0,0,22,1,0,0,32,0,0,0,0,0,0,0,3
375,2,120,0,8,32,2,25,0,302,8,0,0,263,8,2,7,32,0,0,149,0,62,0,0,0
376,6,120,0,8,32,2,25,0,302,8,0,0,263,8,2,7,32,0,0,149,0,62,0,0,0
377,6,120,0,8,32,2,25,0,302,8,0,0,263,8,2,7,32,0,0,149,0,62,0,0,0
378,6,120,0,8,32,2,25,0,302,8,0,0,263,8,2,7,32,0,0,149,0,62,0,0,0
379,1,20,0,1,5,0,4,0,50,1,0,0,43,1,0,1,5,0,0,24,0,10,0,0,1
380,1,11,0,0,3,0,2,0,28,0,0,0,24,0,0,0,3,0,0,14,0,5,0,0,1
381,2,63,0,6,16,1,13,0,181,6,0,0,183,6,0,5,35,0,0,90,0,37,0,0,0
382,2,39,0,4,10,1,8,0,114,4,0,0,115,4,0,3,22,0,0,56,0,23,0,0,0
383,4,63,0,6,16,1,13,0,181,6,0,0,183,6,0,5,35,0,0,90,0,37,0,0,0
384,2,39,0,4,10,1,8,0,114,4,0,0,115,4,0,3,22,0,0,56,0,23,0,0,0
385,4,63,0,6,16,1,13,0,181,6,0,0,183,6,0,5,35,0,0,90,0,37,0,0,0
386,2,39,0,4,10,1,8,0,114,4,0,0,115,4,0,3,22,0,0,56,0,23,0,0,0
387,4,63,0,6,16,1,13,0,181,6,0,0,183,6,0,5,35,0,0,90,0,37,0,0,0
388,1,15,0,1,4,0,3,0,45,1,0,0,45,1,0,1,8,0,0,22,0,9,0,0,1
389,1,8,0,0,2,0,1,0,25,0,0,0,25,0,0,0,5,0,0,12,0,5,0,0,2
390,2,74,0,1,19,4,12,0,54,17,0,0,200,11,0,5,28,0,0,30,0,3,0,0,0
391,6,74,0,1,19,4,12,0,54,17,0,0,200,11,0,5,28,0,0,30,0,3,0,0,0
392,1,12,0,0,3,0,2,0,9,2,0,0,33,1,0,0,4,0,0,5,0,0,0,0,1
393,1,7,0,0,1,0,1,0,5,1,0,0,18,1,0,0,2,0,0,2,0,0,0,0,2
394,2,46,0,4,12,2,8,0,32,11,0,0,131,7,0,1,31,0,0,19,0,1,0,0,0
395,4,46,0,4,12,2,8,0,32,11,0,0,131,7,0,1,31,0,0,19,0,1,0,0,0
396,4,46,0,4,12,2,8,0,32,11,0,0,131,7,0,1,31,0,0,19,0,1,0,0,0
397,4,46,0,4,12,2,8,0,32,11,0,0,131,7,0,1,31,0,0,19,0,1,0,0,0
398,1,11,0,1,3,0,2,0,8,2,0,0,32,1,0,0,7,0,0,4,0,0,0,0,2
399,1,6,0,0,1,0,1,0,4,1,0,0,18,1,0,0,4,0,0,2,0,0,0,0,2
400,2,73,0,3,19,6,12,0,57,13,0,0,195,15,1,5,37,0,0,17,0,1,0,0,0
401,6,73,0,3,19,6,12,0,57,13,0,0,195,15,1,5,37,0,0,17,0,1,0,0,0
402,6,73,0,3,19,6,12,0,57,13,0,0,195,15,1,5,37,0,0,17,0,1,0,0,0
403,6,73,0,3,19,6,12,0,57,13,0,0,195,15,1,5,37,0,0,17,0,1,0,0,0
404,1,12,0,0,3,1,2,0,9,2,0,0,32,2,0,0,6,0,0,2,0,0,0,0,2
405,1,6,0,0,1,0,1,0,5,1,0,0,18,1,0,0,3,0,0,1,0,0,0,0,2
406,2,46,0,2,12,4,7,0,37,9,0,0,146,9,0,3,27,0,0,10,0,1,0,0,0
407,2,29,0,1,7,2,4,0,23,5,0,0,92,5,0,2,17,0,0,6,0,0,0,0,0
408,4,46,0,2,12,4,7,0,37,9,0,0,146,9,0,3,27,0,0,10,0,1,0,0,0
409,4,46,0,2,12,4,7,0,37,9,0,0,146,9,0,3,27,0,0,10,0,1,0,0,0
410,2,29,0,1,7,2,4,0,23,5,0,0,92,5,0,2,17,0,0,6,0,0,0,0,0
411,4,46,0,2,12,4,7,0,37,9,0,0,146,9,0,3,27,0,0,10,0,1,0,0,0
412,2,29,0,1,7,2,4,0,23,5,0,0,92,5,0,2,17,0,0,6,0,0,0,0,0
413,4,46,0,2,12,4,7,0,37,9,0,0,146,9,0,3,27,0,0,10,0,1,0,0,0
414,1,11,0,0,3,1,1,0,9,2,0,0,36,2,0,0,6,0,0,2,0,0,0,0,2
415,1,6,0,0,1,0,1,0,5,1,0,0,20,1,0,0,3,0,0,1,0,0,0,0,2
416,2,125,0,13,34,2,23,0,159,10,0,0,141,6,1,5,1,0,0,88,0,17,0,0,0
417,6,125,0,13,34,2,23,0,159,10,0,0,141,6,1,5,1,0,0,88,0,17,0,0,0
418,1,20,0,2,5,0,3,0,26,1,0,0,23,1,0,0,0,0,0,14,0,2,0,0,1
419,1,11,0,1,3,0,2,0,14,0,0,0,12,0,0,0,0,0,0,7,0,1,0,0,2
420,2,80,0,6,22,1,15,0,160,6,0,0,96,4,0,3,1,0,0,88,0,15,0,0,0
421,4,80,0,6,22,1,15,0,160,6,0,0,96,4,0,3,1,0,0,88,0,15,0,0,0
422,4,80,0,6,22,1,15,0,160,6,0,0,96,4,0,3,1,0,0,88,0,15,0,0,0
423,1,20,0,1,5,0,3,0,40,1,0,0,24,1,0,0,0,0,0,22,0,3,0,0,1
424,1,10,0,0,2,0,2,0,21,0,0,0,12,0,0,0,0,0,0,11,0,2,0,0,2
425,2,119,0,3,31,4,18,1,353,25,0,0,275,17,0,26,1,0,0,178,25,42,0,0,0
426,1,19,0,0,5,0,3,0,58,4,0,0,45,2,0,4,0,0,0,29,4,7,0,0,1
427,2,77,0,5,20,3,12,0,511,16,0,0,200,11,0,17,0,0,0,257,37,61,0,0,0
428,4,77,0,5,20,3,12,0,511,16,0,0,200,11,0,17,0,0,0,257,37,61,0,0,0
429,4,82,0,6,22,3,13,0,543,18,0,0,212,12,0,18,0,0,0,273,39,64,0,0,0
430,1,19,0,1,5,0,3,0,128,4,0,0,50,2,0,4,0,0,0,64,9,15,0,0,1
431,1,10,0,0,2,0,1,0,67,2,0,0,26,1,0,2,0,0,0,34,4,8,0,0,2
432,6,117,0,28,27,0,16,0,338,23,0,0,79,6,0,1,12,0,0,88,1,227,0,25,0
433,2,117,0,28,27,0,16,0,338,23,0,0,79,6,0,1,12,0,0,88,1,227,0,25,0
434,1,10,0,2,2,0,1,0,29,2,0,0,7,0,0,0,1,0,0,7,0,20,0,2,2
435,4,74,0,28,17,0,10,0,150,16,0,0,51,4,0,0,14,0,0,39,1,100,0,16,0
436,2,74,0,28,17,0,10,0,150,16,0,0,51,4,0,0,14,0,0,39,1,100,0,16,0
437,1,9,0,3,2,0,1,0,19,2,0,0,6,0,0,0,1,0,0,5,0,13,0,2,2
438,4,58,0,5,14,0,13,0,22,8,0,0,137,3,0,0,40,0,0,13,0,0,0,0,0
439,4,58,0,5,14,0,13,0,22,8,0,0,137,3,0,0,40,0,0,13,0,0,0,0,0
440,4,58,0,5,14,0,13,0,22,8,0,0,137,3,0,0,40,0,0,13,0,0,0,0,0
441,2,58,0,5,14,0,13,0,22,8,0,0,137,3,0,0,40,0,0,13,0,0,0,0,0
442,1,14,0,1,3,0,3,0,5,2,0,0,34,0,0,0,10,0,0,3,0,0,0,0,1
443,1,12,0,0,3,0,2,0,1,1,0,0,30,0,0,0,18,0,0,0,0,0,0,0,2
444,2,52,0,3,12,0,11,0,6,6,0,0,124,3,0,0,74,0,0,3,0,0,0,0,0
445,4,57,0,3,14,0,13,0,5,7,0,0,112,3,0,0,169,0,0,2,0,0,0,0,0
446,4,60,0,3,14,0,14,0,5,7,0,0,117,3,0,0,178,0,0,2,0,0,0,0,0
447,4,57,0,3,14,0,13,0,5,7,0,0,112,3,0,0,169,0,0,2,0,0,0,0,0
448,4,57,0,3,14,0,13,0,5,7,0,0,112,3,0,0,169,0,0,2,0,0,0,0,0
449,1,14,0,0,3,0,3,0,1,1,0,0,28,0,0,0,42,0,0,0,0,0,0,0,1
450,2,58,0,3,14,0,13,0,5,7,0,0,114,3,0,0,172,0,0,2,0,0,0,0,0
451,1,13,0,0,3,0,2,0,19,0,0,0,30,0,0,0,18,0,0,9,0,4,0,0,1
452,2,53,0,1,13,0,12,0,80,3,0,0,123,3,0,0,74,0,0,39,0,16,0,0,0
453,1,15,0,0,3,0,3,0,13,1,0,0,31,0,0,0,18,0,0,7,0,1,0,0,1
454,2,62,0,1,15,0,14,0,54,6,0,0,128,3,0,1,73,0,0,30,0,6,0,0,0
455,4,91,0,6,22,0,13,0,20,11,0,0,185,8,0,1,84,0,0,10,1,2,0,0,0
456,1,22,0,1,5,0,3,0,4,2,0,0,46,2,0,0,21,0,0,2,0,0,0,0,1
457,2,92,0,6,22,0,13,0,20,11,0,0,187,8,0,1,85,0,0,10,1,2,0,0,0
458,4,58,0,3,14,0,13,0,22,5,0,0,113,3,0,0,72,0,0,10,0,7,0,0,0
459,4,61,0,3,15,0,14,0,23,5,0,0,119,3,0,0,75,0,0,10,0,7,0,0,0
460,4,58,0,3,14,0,13,0,22,5,0,0,113,3,0,0,72,0,0,10,0,7,0,0,0
461,4,58,0,3,14,0,13,0,22,5,0,0,113,3,0,0,72,0,0,10,0,7,0,0,0
462,1,14,0,0,3,0,3,0,5,1,0,0,28,0,0,0,18,0,0,2,0,1,0,0,1
463,2,59,0,3,14,0,13,0,22,5,0,0,115,3,0,0,73,0,0,10,0,7,0,0,0
464,2,85,0,5,20,0,17,0,0,240,0,0,173,11,0,0,40,0,0,0,0,0,0,0,0
465,2,118,0,12,28,1,23,0,7579,36,0,0,337,17,0,1,83,0,0,4548,0,0,0,0,0
466,1,14,0,1,3,0,2,0,948,4,0,0,42,2,0,0,10,0,0,569,0,0,0,0,1
467,4,58,0,5,14,0,10,0,52,10,0,0,126,6,0,1,79,0,0,23,13,1,0,0,0
468,1,14,0,1,3,0,2,0,13,2,0,0,31,1,0,0,19,0,0,5,3,0,0,0,1
469,2,59,0,5,14,0,10,0,53,10,0,0,128,6,0,1,80,0,0,24,13,1,0,0,0
470,4,58,0,5,14,0,12,0,33,6,0,0,167,7,0,0,40,0,0,6,1,27,0,0,0
471,1,14,0,1,3,0,3,0,8,1,0,0,41,1,0,0,10,0,0,1,0,6,0,0,1
472,2,59,0,5,14,0,12,0,34,6,0,0,170,7,0,0,40,0,0,6,1,27,0,0,0
473,1,13,0,0,3,0,0,0,22,3,0,0,43,1,0,0,23,0,0,0,0,0,0,0,3
474,2,54,0,3,12,0,0,0,92,12,0,0,175,6,0,0,97,0,0,0,0,0,0,0,3
475,1,14,0,1,3,0,0,0,67,1,0,0,62,2,0,0,26,0,0,0,0,0,0,0,3
476,2,58,0,7,13,0,0,1,274,7,0,0,252,8,0,0,109,0,0,0,0,0,0,0,3
477,1,15,0,0,3,0,0,0,14,5,0,0,62,4,0,0,10,0,0,0,0,0,0,0,3
478,2,63,0,3,15,0,0,0,58,21,0,0,254,17,0,0,43,0,0,0,0,0,0,0,3
479,1,14,0,0,3,0,0,0,9,2,0,0,43,2,0,0,16,0,0,0,0,0,0,0,3
480,2,60,0,2,14,0,0,0,39,10,0,0,179,11,0,0,67,0,0,0,0,0,0,0,3
481,4,55,0,1,12,0,10,0,68,15,0,0,230,11,0,0,78,0,0,11,2,58,0,0,0
482,4,55,0,1,12,0,10,0,68,15,0,0,230,11,0,0,78,0,0,11,2,58,0,0,0
483,4,55,0,1,12,0,10,0,68,15,0,0,230,11,0,0,78,0,0,11,2,58,0,0,0
484,1,13,0,0,3,0,2,0,17,3,0,0,57,2,0,0,19,0,0,2,0,14,0,0,1
485,2,55,0,1,12,0,10,0,69,15,0,0,233,11,0,0,79,0,0,11,2,59,0,0,0
486,2,105,0,24,24,0,20,1,4624,39,0,0,428,24,0,3,83,0,0,2122,971,332,0,0,0
487,1,13,0,3,3,0,2,0,579,4,0,0,53,3,0,0,10,0,0,265,121,41,0,0,1
488,4,58,0,0,14,0,9,0,0,15,0,0,162,10,0,4,42,0,0,0,0,0,0,0,0
489,4,61,0,0,15,0,9,0,0,15,0,0,170,10,0,4,44,0,0,0,0,0,0,0,0
490,4,58,0,0,14,0,9,0,0,15,0,0,162,10,0,4,42,0,0,0,0,0,0,0,0
491,4,58,0,0,14,0,9,0,0,15,0,0,162,10,0,4,42,0,0,0,0,0,0,0,0
492,2,58,0,0,14,0,9,0,0,15,0,0,162,10,0,4,42,0,0,0,0,0,0,0,0
493,1,14,0,0,3,0,2,0,0,3,0,0,40,2,0,1,10,0,0,0,0,0,0,0,2
494,1,21,0,0,5,0,0,0,40,3,0,0,56,2,0,0,19,0,0,0,0,0,0,0,3
495,2,88,0,2,21,0,0,0,166,15,0,0,229,10,0,0,81,0,0,0,0,0,0,0,3
496,2,121,3,320,15,0,2,6,2040,19,0,1,300,19,0,5,4,0,0,1018,413,0,3053,21,2
497,2,75,3,46,0,0,0,10,0,5,0,1,134,6,0,0,1,0,0,0,0,0,0,19,3
498,2,75,3,46,0,0,0,10,0,5,0,1,134,6,0,0,1,0,0,0,0,0,0,19,3
499,2,75,3,46,0,0,0,10,0,5,0,1,134,6,0,0,1,0,0,0,0,0,0,19,3
500,1,30,1,18,0,0,0,4,0,2,0,0,53,2,0,0,0,0,0,0,0,0,0,7,3
501,1,15,0,9,0,0,0,2,0,1,0,0,28,1,0,0,0,0,0,0,0,0,0,4,3
502,2,75,3,57,0,0,0,9,0,4,0,1,156,12,0,0,1,0,0,0,0,0,0,20,3
503,2,75,3,57,0,0,0,9,0,4,0,1,156,12,0,0,1,0,0,0,0,0,0,20,3
504,2,75,3,57,0,0,0,9,0,4,0,1,156,12,0,0,1,0,0,0,0,0,0,20,3
505,2,75,3,57,0,0,0,9,0,4,0,1,156,12,0,0,1,0,0,0,0,0,0,20,3
506,1,30,1,22,0,0,0,3,0,1,0,0,62,4,0,0,0,0,0,0,0,0,0,8,3
507,1,16,0,12,0,0,0,2,0,1,0,0,33,2,0,0,0,0,0,0,0,0,0,4,3
508,2,133,10,340,1,0,0,10,7,51,0,0,75,9,0,0,1,0,0,0,0,0,0,55,3
509,2,133,10,340,1,0,0,10,7,51,0,0,75,9,0,0,1,0,0,0,0,0,0,55,3
510,2,18,1,47,0,0,0,1,1,7,0,0,10,1,0,0,0,0,0,0,0,0,0,7,3
511,2,105,6,36,0,0,0,10,28,39,0,0,86,7,0,1,1,0,0,0,0,0,0,41,3
512,2,105,6,36,0,0,0,10,28,39,0,0,86,7,0,1,1,0,0,0,0,0,0,41,3
513,2,105,6,36,0,0,0,10,28,39,0,0,86,7,0,1,1,0,0,0,0,0,0,41,3
514,1,42,2,14,0,0,0,4,11,15,0,0,34,3,0,0,0,0,0,0,0,0,0,16,3
515,1,22,1,7,0,0,0,2,6,8,0,0,18,1,0,0,0,0,0,0,0,0,0,8,3
516,2,66,2,33,1,0,0,8,14,45,0,0,100,9,0,0,1,0,0,0,0,0,0,43,3
517,2,66,2,33,1,0,0,8,14,45,0,0,100,9,0,0,1,0,0,0,0,0,0,43,3
518,2,66,2,33,1,0,0,8,14,45,0,0,100,9,0,0,1,0,0,0,0,0,0,43,3
519,2,66,2,33,1,0,0,8,14,45,0,0,100,9,0,0,1,0,0,0,0,0,0,43,3
520,1,26,1,13,0,0,0,3,5,18,0,0,39,3,0,0,0,0,0,0,0,0,0,17,3
521,1,13,0,7,0,0,0,1,3,9,0,0,21,1,0,0,0,0,0,0,0,0,0,9,3
522,2,88,4,47,0,0,0,10,22,3,0,1,149,7,0,0,1,0,0,0,0,0,0,20,3
523,1,35,1,18,0,0,0,4,9,1,0,0,59,3,0,0,0,0,0,0,0,0,0,8,3
524,2,78,4,29,0,0,0,9,3,4,0,1,144,9,0,0,1,0,0,0,0,0,0,17,3
525,2,78,4,29,0,0,0,9,3,4,0,1,144,9,0,0,1,0,0,0,0,0,0,17,3
526,1,31,1,11,0,0,0,3,1,1,0,0,57,3,0,0,0,0,0,0,0,0,0,6,3
527,1,16,0,6,0,0,0,2,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,3,3
528,2,79,3,51,0,0,0,10,19,4,0,1,149,7,0,0,1,0,0,0,0,0,0,26,3
529,1,31,1,20,0,0,0,4,7,1,0,0,59,2,0,0,0,0,0,0,0,0,0,10,3
530,2,73,3,44,0,0,0,10,0,4,0,1,145,9,0,1,0,0,0,0,0,0,0,26,3
531,2,73,3,44,0,0,0,10,0,4,0,1,145,9,0,1,0,0,0,0,0,0,0,26,3
532,2,73,3,44,0,0,0,10,0,4,0,1,145,9,0,1,0,0,0,0,0,0,0,26,3
533,2,73,3,44,0,0,0,10,0,4,0,1,145,9,0,1,0,0,0,0,0,0,0,26,3
534,1,29,1,17,0,0,0,4,0,1,0,0,58,3,0,0,0,0,0,0,0,0,0,10,3
535,1,15,0,9,0,0,0,2,0,1,0,0,30,1,0,0,0,0,0,0,0,0,0,5,3
536,2,130,10,388,0,0,0,9,48,24,0,1,80,7,0,0,1,0,0,0,0,0,0,49,3
537,2,130,10,388,0,0,0,9,48,24,0,1,80,7,0,0,1,0,0,0,0,0,0,49,3
538,2,18,1,54,0,0,0,1,6,3,0,0,11,1,0,0,0,0,0,0,0,0,0,7,3
539,2,88,5,29,0,0,0,9,26,3,0,1,158,7,0,0,1,0,0,0,0,0,0,34,3
540,1,35,2,11,0,0,0,3,10,1,0,0,63,2,0,0,0,0,0,0,0,0,0,13,3
541,2,129,10,342,0,0,0,9,13,51,0,1,64,11,0,0,1,0,0,0,0,0,0,46,3
542,2,129,10,342,0,0,0,9,13,51,0,1,64,11,0,0,1,0,0,0,0,0,0,46,3
543,2,18,1,48,0,0,0,1,1,7,0,0,9,1,0,0,0,0,0,0,0,0,0,6,3
544,2,91,5,51,0,0,0,10,0,19,0,1,127,8,0,1,1,0,0,0,0,0,0,37,3
545,2,91,5,51,0,0,0,10,0,19,0,1,127,8,0,1,1,0,0,0,0,0,0,37,3
546,1,36,2,20,0,0,0,4,0,7,0,0,51,3,0,0,0,0,0,0,0,0,0,15,3
547,1,19,1,10,0,0,0,2,0,4,0,0,27,1,0,0,0,0,0,0,0,0,0,7,3
548,2,80,4,39,0,0,0,10,0,16,0,1,164,9,0,1,1,0,0,0,0,0,0,41,3
549,2,80,4,39,0,0,0,10,0,16,0,1,164,9,0,1,1,0,0,0,0,0,0,41,3
550,2,80,4,39,0,0,0,10,0,16,0,1,164,9,0,1,1,0,0,0,0,0,0,41,3
551,2,80,4,39,0,0,0,10,0,16,0,1,164,9,0,1,1,0,0,0,0,0,0,41,3
552,1,32,1,15,0,0,0,4,0,6,0,0,65,3,0,0,0,0,0,0,0,0,0,16,3
553,1,17,0,8,0,0,0,2,0,3,0,0,34,2,0,0,0,0,0,0,0,0,0,8,3
554,2,71,3,45,0,0,0,9,0,4,0,1,153,8,0,2,1,0,0,0,0,0,0,18,3
555,2,71,3,45,0,0,0,9,0,4,0,1,153,8,0,2,1,0,0,0,0,0,0,18,3
556,2,71,3,45,0,0,0,9,0,4,0,1,153,8,0,2,1,0,0,0,0,0,0,18,3
557,2,71,3,45,0,0,0,9,0,4,0,1,153,8,0,2,1,0,0,0,0,0,0,18,3
558,1,28,1,18,0,0,0,3,0,1,0,0,61,3,0,0,0,0,0,0,0,0,0,7,3
559,1,15,0,9,0,0,0,2,0,1,0,0,32,1,0,0,0,0,0,0,0,0,0,3,3
560,2,95,1,45,18,0,13,3,35,102,0,0,172,12,0,0,42,0,0,3,0,10,0,3,0
561,1,23,0,11,4,0,3,0,8,25,0,0,43,3,0,0,10,0,0,0,0,2,0,0,1
562,4,84,0,18,18,0,13,0,75,31,0,0,70,4,0,0,13,0,0,31,1,15,0,0,0
563,4,84,0,18,18,0,13,0,75,31,0,0,70,4,0,0,13,0,0,31,1,15,0,0,0
564,4,90,0,19,19,0,14,0,80,33,0,0,74,4,0,0,14,0,0,33,1,16,0,0,0
565,2,84,0,18,18,0,13,0,75,31,0,0,70,4,0,0,13,0,0,31,1,15,0,0,0
566,1,11,0,2,2,0,1,0,10,4,0,0,9,0,0,0,1,0,0,4,0,2,0,0,2
567,75,84,1,42,15,1,2,2,18,60,0,1,72,22,0,1,0,0,0,8,2,2,0,0,2
568,1,21,0,10,3,0,0,0,4,15,0,0,18,5,0,0,0,0,0,2,0,0,0,0,3
569,1,147,1,13,26,5,6,7,892,32,0,1,213,57,0,28,6,0,0,522,25,0,0,0,0
570,4,81,0,7,14,3,3,4,496,17,0,0,119,32,0,16,3,0,0,290,14,0,0,0,1
571,1,9,0,0,1,0,0,0,55,2,0,0,13,3,0,1,0,0,0,32,1,0,0,0,3
572,1,84,0,92,19,1,1,1,0,6,0,0,179,24,0,0,17,0,0,0,0,0,0,0,2
573,4,36,0,40,8,0,0,0,0,2,0,0,78,10,0,0,7,0,0,0,0,0,0,0,3
574,1,5,0,5,1,0,0,0,0,0,0,0,11,1,0,0,1,0,0,0,0,0,0,0,3
575,1,112,0,76,23,0,0,3,2,7,0,0,38,7,0,0,1,0,0,1,0,0,0,0,3
576,2,23,0,16,4,0,0,0,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3
577,2,71,0,4,16,1,15,0,42,14,0,0,217,12,0,15,0,0,0,21,2,4,0,0,0
578,1,15,0,0,3,0,3,0,9,3,0,0,45,2,0,3,0,0,0,4,0,1,0,0,1
579,2,7,0,23,1,0,0,0,39,4,0,0,2,0,0,0,0,0,0,18,0,0,130,0,3
580,1,15,0,47,2,0,0,0,79,8,0,0,5,1,0,1,0,0,0,36,0,0,261,1,3
